total_rooms,house_value
5963,216.1
3546,224.5
3575,274.1
2851,243.7
1006,187.5
5710,178.5
4505,283.3
2718,357.1
2163,98
11810,95.6
9269,133.2
1905,79.2
1717,73.4
2699,84.5
5640,126.5
5983,111.5
2991,146.8
3707,95.3
1214,87.8
131,112.5
4163,85.9
3960,122.5
2396,235.2
1650,204.8
1229,111.3
516,125
6859,109.2
1837,189.8
1586,150.3
2971,117.1
1251,142.9
3297,169.7
2823,198.1
1977,198
4595,185.6
1684,206.3
3940,91.3
16533,122.1
3903,157.2
2969,107.1
1904,92.8
2587,88.6
8866,125.8
4592,105.1
1178,92.9
1680,82.3
2070,80.7
1625,82.2
2857,189.8
5600,240.5
4097,159.3
2129,169.9
1926,166.1
1546,185.4
5550,181.8
2046,500.001
8193,35
5877,133.2
2681,118.5
1893,140.8
3190,118.2
2087,86.1
3404,91.3
2029,115
50,262.5
1386,124.2
1248,90.6
730,88.9
917,114.2
201,125
1342,95.8
1166,84.8
3676,92.4
3974,216.6
2215,142.6
1682,140.1
9286,219.6
4345,123.8
2204,125.6
1315,99.6
928,187.5
2205,208.6
4104,173.8
975,192.5
1931,266.7
5083,121.4
774,221.3
193,137.5
10804,161.4
1326,107.8
2903,112.9
5959,105.2
3179,101.2
3955,127.6
5684,112.6
1156,122.4
3139,112.3
2881,123.8
1797,141.7
2274,101.6
2953,150
1157,155
3153,133.8
2468,136.8
3964,267.9
10145,132.6
1427,184.4
1877,106.3
928,197.9
4123,500
5039,313.3
7151,129.7
2228,119.8
5059,140.5
1140,132.7
1000,112.5
1387,96.8
2919,96.4
1915,117.9
2527,114.4
1380,122.9
1599,120.7
3014,127.9
755,64.7
1769,181.8
12156,149.2
1933,128.1
6190,133.2
3622,105.4
2879,88.1
5451,101.6
1906,81.8
1192,76.2
2316,86.8
1707,134.8
1383,148.9
1806,125.5
2189,111.5
633,121.4
1979,117.3
943,116
987,112
1468,81.3
7538,223.6
1954,249.1
859,57.9
2964,73.4
1160,164.3
3999,105.5
6758,105.5
1362,102
3300,130.6
1541,95.6
1231,92
2228,83.4
2372,88.6
2316,157.8
950,125
2837,118.8
2341,112.7
1586,132.1
1462,123.9
2074,117.6
4179,118.5
793,89.3
5445,69.5
11587,141.9
4261,111.9
3193,128.3
2300,127.7
2532,143.1
5455,162.8
1617,96.6
10072,119.5
4251,110.8
1764,113.9
2420,113.5
2885,125.6
80,193.8
25135,134.4
5954,134.1
1898,89.9
1345,99.5
3172,120.2
3207,127.4
2453,95.3
3084,97.8
2101,98.3
3307,116.9
2634,152.2
3747,116.5
2284,104.5
1273,109.4
4836,129.3
14281,138
4770,295.2
6068,130.9
1614,95.1
3477,97.4
3598,113.8
5024,116.4
9966,171.3
124,112.5
2349,114.1
2992,126.9
1577,116
2433,110.8
4487,148.7
2589,334.1
6356,121.7
4288,105.8
5571,91.1
3465,113.5
3042,95.2
3539,103.7
5998,113.9
2552,113.3
2320,121.4
9759,157.7
714,116.1
1759,108.8
908,93.5
4711,101.6
3155,113.4
2831,195.6
12870,147.3
1565,99.6
1566,105.4
2481,85.8
4780,132.8
4112,114.7
713,121.1
10565,141
1017,112.5
1379,125
12106,158.1
6248,124.6
2086,105.6
919,110.5
3869,126.1
3491,127.3
3170,99.2
1650,98.6
1922,117.4
2000,121.1
6751,145.5
1625,117.3
1891,112.9
2191,122
3611,141.1
10395,149.9
6034,143.7
2051,108.2
3736,142.4
2050,116.4
2727,160.6
2787,127.1
2970,124.6
10235,159.1
1319,84.9
11965,191.7
3958,154.7
3428,143.4
1929,128.5
2394,138.7
7923,139.2
932,143.4
4741,135.6
2529,115.6
2884,119.6
2455,191.7
3791,124.7
352,137.5
9016,169.1
5418,158
3044,123.8
13562,182.9
17978,220.8
688,111
2397,189.8
3776,215
1529,108
2185,103
5605,116.4
256,375
1293,141
2855,91
2191,195.6
454,483.3
2949,83.3
6712,126.5
17577,181.8
2114,131.5
202,216.7
1578,153.1
5710,206.3
3583,75
3196,229.4
5398,163.9
5187,154.3
2807,163.3
1839,198.8
2999,164.8
2472,108.8
8136,137.1
8207,195.3
502,500.001
426,447.4
6956,178.7
5351,181.3
575,257.1
266,164.3
693,191.7
1196,113
6964,177.1
895,339.3
2152,118.8
6933,158.9
2620,214.6
3797,137.6
679,110.6
1755,119.4
621,122.8
2076,138.2
1786,165
11818,231.7
6360,127.8
5998,174.8
7544,245.2
4157,246.4
1731,107.9
765,113.5
2772,163.9
16431,195.1
3305,215
2000,190.3
1606,500.001
5348,495.4
9467,361.4
20263,169.6
3646,139.3
2401,120.4
3443,161.4
1463,152.5
338,244.2
10223,203.4
3586,117
1223,279.8
1318,260.8
4860,151.9
2993,378.2
3223,358.8
2248,246
3167,252.1
2700,159.8
2103,160.4
1225,225
2925,153.1
6450,150.3
2949,161
6538,221.4
1317,272.5
3134,233.9
2369,243.8
3951,414
2482,280.6
2193,309.2
15809,245.6
8416,164.6
18956,132.6
1945,135.5
2000,144
4427,158.7
4116,150.2
63,275
1791,170.3
352,500
4541,284.9
4678,219
950,220.7
2036,346.2
1150,187.5
2303,346.5
3959,282
2556,402.9
8884,140.2
13556,311.5
3216,158.8
2561,192.8
3271,132
2801,136
6009,128.9
4061,127
883,103.6
3942,176
4265,195.1
2040,164.1
1911,186.4
7826,484.1
1812,294.2
1835,247.1
1296,231.3
4052,240.6
1444,310
2656,500.001
7052,167.1
4323,226.8
4799,122.8
3490,126.2
1810,111.7
2650,106.7
1210,88.3
4864,175.4
447,183.3
3580,288.7
3068,238
4257,196.7
3619,353.6
2320,256
1969,310.8
7684,387.3
3549,363.5
5744,500.001
2656,83.2
2896,392.9
3605,202.9
2129,146.9
2576,130.4
1254,118
1987,122.6
1644,108.3
1970,122.8
2450,111.2
2787,98.1
637,85.7
763,79.2
1129,96.9
1407,95.7
1801,102.5
2050,137
3194,159.1
248,416.7
4887,158
1005,181.3
8010,204.8
5687,243.4
2422,293.2
4814,436.6
3970,184.8
5232,247.9
3274,348
1743,286
1343,363.2
2516,271.6
2007,275.9
334,284.1
3877,406.7
2196,354
2121,255.9
2298,239
3006,242.7
2927,176.6
2788,233.5
1526,115.8
1461,106
1688,136.4
1214,116.3
2446,145.6
2264,144.3
1609,158.2
2750,144.9
2621,166.4
1041,117.2
2501,113.2
465,112.5
1171,90.5
2360,100
3393,151
4420,149.1
2107,159.1
1538,234.8
4713,294.8
3485,251.9
3388,351.3
2708,275
5736,278.7
2319,316.1
2649,337.9
2411,331.4
6814,500.001
2223,248.8
1638,500.001
3484,402.2
7468,239.3
2174,249.4
2737,370.8
2579,42.1
5897,85.7
5735,87.2
1740,91.7
3430,360.1
2524,395.5
1692,310.5
3628,325
3995,254.1
3229,307.1
2272,390.5
1971,145.3
1855,150
1151,166.3
1426,151.5
2462,162.5
3659,157.2
2454,139.6
2072,137
2081,138.1
4043,114.9
5129,113.6
2341,104
960,108.6
2081,147.6
3657,159.9
2137,185.5
5616,202.3
3358,207.9
1387,201.1
8527,237.9
3173,250.8
3299,223.3
5175,257.8
4065,256.6
1932,274
3745,278.1
1684,279.6
4552,288.1
4186,357.6
3016,315.6
4277,286.6
2483,214.2
2626,189.6
809,500.001
1261,312.7
2073,288.1
2737,72
2115,115.7
3661,63.5
2846,304.1
3162,191.7
1263,174
2969,155.7
4418,101
1840,123.4
1592,110.4
2833,167.5
3260,162
2295,194.3
1543,99.7
10534,309.2
10175,237.4
5774,202.2
3859,227.4
3588,243.2
3164,266
1213,314.8
1614,280.3
3289,184.4
3157,222.3
2102,170.8
2423,181.8
1258,184.4
1645,126.4
2782,183.3
366,250
2728,500.001
3571,277.8
1679,300
2994,500.001
3253,95.7
3811,142.5
2969,54.9
1589,64.4
4082,286.3
1033,213.5
4791,277
2181,259.4
3190,208.6
7392,163
1547,148.8
2459,137.2
5662,137.3
1775,121.3
2626,135
1859,187.5
574,186.5
2859,124.3
7326,123.5
5218,143.1
5830,257.4
2962,248
1956,265.9
3913,303.9
2327,500.001
3473,314
10008,500.001
2262,315.5
2840,341.4
3621,322.8
2428,268.5
2930,480.8
4173,294.3
2232,214.5
3084,106.3
1786,231.4
4458,285.6
1709,45.5
1131,87.5
3151,109
2915,345.4
2427,119.3
3759,137.5
1437,140.2
4255,142.5
4136,128.2
873,114.4
1881,144
1875,128.9
707,111.6
3178,237.1
4246,225.7
2630,350.5
3783,215.8
2592,262
4265,282.7
3010,236.2
2150,227
2205,279.5
3258,332
3320,348.1
6678,330
3856,318.3
1764,384.2
1767,272
5041,282.9
2142,325
7374,278.2
1223,173
3499,300
2595,243.8
2020,305.6
2683,109.4
2657,71.9
2678,70.2
1719,121.8
4674,137.3
1979,107.3
1552,128.4
732,95.3
2054,150
2834,162.5
5301,163
4905,193.1
8301,252.2
211,500.001
3388,355.6
3038,241.7
4428,286.8
2957,225.6
9653,197.2
1021,80.6
2092,216.9
8039,190.9
1204,119.9
3283,138.5
2443,183.3
2112,298.5
2459,262.1
5261,279
7474,434.7
2351,245.4
3458,336.7
2208,305.6
1857,350
1577,320.8
17715,349.1
11250,239.5
567,212.5
555,125
2637,158.7
1276,134.3
2744,154.2
1840,129.2
1948,139.3
1458,160.4
1950,222.1
4098,231.8
3467,164.4
10856,137.2
2945,308.9
2497,241.8
2520,242.8
3046,74.1
2280,72.3
3329,229.8
3011,74.8
2530,187.5
3673,144.3
3289,226
4907,453.8
2460,318.3
2486,340.9
2198,487
1680,397.7
2681,345.7
3894,368.5
2867,291.2
3241,181.8
1473,151.8
2742,128.8
4100,134.2
2209,113.2
1841,107
2220,104.3
2902,161.8
1781,236.8
4363,179.7
5622,206.7
13290,187.8
1230,67.5
1362,162.5
2322,110
5777,86.9
1144,105.8
2653,81.1
2033,80.4
4866,244.8
1672,251.3
3617,324
3623,500.001
1889,500.001
2916,55
6459,261.8
3457,226
1543,117.8
2345,112.1
1350,115.2
5173,130.8
4038,135
1921,122.6
1025,119.4
498,98.8
344,117.8
975,118.1
2758,113.3
3827,129.7
1967,118.1
2340,213
2612,120.6
590,186.8
6388,420.6
4549,295.9
5112,500.001
2168,500.001
2357,81.7
3494,214.7
2742,121.9
2723,136
1613,134.3
1868,140.1
2504,135.7
2438,129.2
1391,137.5
1185,94.3
2452,110.7
3623,123.3
2318,116.4
9755,254.9
37937,366.3
5416,314
328,87.5
4134,231.4
1889,241.7
2116,180.8
2753,229.8
1720,500.001
6564,454.1
5411,240.7
8069,156.8
3094,146.9
2824,135.1
1067,139.1
2550,146.2
1548,127.3
1279,161
62,112.5
24,67.5
1171,105.8
477,112.5
1480,110.6
378,94.6
1293,93.3
437,107.5
2948,113.6
22128,289.6
984,426.9
3491,270.5
2464,362.5
2849,158.3
2499,182.3
2499,186.5
4944,255.6
8711,378.2
2014,101.3
18,275
2981,106.7
16759,358.7
4935,180.5
4086,202.2
2263,139.2
1538,109.8
1157,127.2
508,92.6
1831,103.6
3839,116.2
2242,113
1914,115.8
9662,292.4
1092,184.2
4838,307.8
3973,263.7
3182,288.2
3666,500.001
3764,410.5
3086,300.7
582,500.001
8974,374
941,148.4
3011,368.7
4508,386.1
4321,355.1
4025,344.9
3085,426.1
2105,500.001
3224,391.9
3832,381.2
1998,180.9
2976,113.6
5415,353.1
4380,266.4
3973,417
3532,500.001
2815,278.7
4050,375.7
1646,227.8
1939,379.8
2446,137.5
3636,207.5
1392,187.2
500,154
1413,184.1
4329,160.2
247,237.5
2024,499.1
3090,373.7
3404,500.001
1033,384.7
3116,445.6
3590,500.001
10263,120
7798,260.5
7079,212.3
2643,177.2
3610,113.5
1056,128.7
2933,131.3
32054,253.9
556,500.001
6239,268.2
9729,415.3
1800,301.9
5609,169.6
4390,266
3781,335.6
6208,413.7
1986,380
9792,481.5
2260,500.001
974,195.4
2207,331.2
1663,233.9
4702,238.9
3400,295.5
2500,315.6
1750,236.8
1994,235.6
1833,500.001
2,137.5
2986,165
2426,224.5
3814,215.6
1664,190.5
18690,315.6
8562,252.6
10484,365.3
10535,283.2
3596,451.3
4349,439
2037,487.2
2955,500.001
2893,500.001
8240,291.3
6339,313.4
3114,283.2
1593,239.5
6259,247.1
1416,227.7
3067,340
1532,313.9
1875,244.8
1633,265.9
1998,326.1
2636,311.5
2106,375.3
2057,500.001
5066,452.1
5039,211.7
5153,174.6
4536,125.9
4240,247.6
3351,230.6
5819,277.5
3760,354.9
5954,206.1
3038,233
2971,500.001
2021,231.4
3548,290.3
4138,242
5436,349.5
2655,366.8
3058,286.6
2890,290.2
3569,247.2
2617,201.4
2745,325.5
2099,328
1800,251
1161,333.3
2032,274.1
623,225
2638,240
2487,302.5
3345,329.1
2542,223.4
4447,450.4
32,270.8
3236,493
1757,433.3
2017,500.001
1152,500.001
1124,54.3
7063,192.6
3481,150.4
1935,144.6
18448,348.9
9197,282.1
3252,297.9
2968,371.7
2265,461.3
4491,233.5
133,235
2819,500.001
3154,431.8
2765,230.7
5950,204.6
3114,211.9
4624,334.6
2053,281.8
2365,227.8
3498,252.2
2696,216.9
3056,234.2
5471,252.8
4022,140.6
1256,450
1964,192.2
1545,500.001
3279,296.6
2435,275
1567,199.6
2440,242.5
2098,342.9
3930,269
1414,383.9
1741,500.001
2404,442.1
4477,410.4
6258,500.001
3770,309.7
3118,209.4
4031,117.3
2168,238.3
3079,278.9
1982,327.5
5392,280.3
2603,235.9
1810,213.5
1788,454.3
3173,500.001
2260,236.7
2556,456.9
3207,165.6
4485,274.7
4977,318.5
2308,324.6
2578,359.2
2774,265.6
3230,287.8
2910,236.5
893,146.5
1270,223
845,225
2542,137
3477,276.5
7105,358
3068,333.6
1010,350
4227,278.4
2460,387.5
2105,362.5
1974,500.001
2421,451.5
8254,349.9
2671,203
11026,231.1
9446,212.9
17527,267
21533,368.3
1956,306.4
2446,272.8
1737,245.7
2112,231.7
6971,243.9
2775,231.4
3259,267.6
1100,150
1972,234.2
3550,225.6
2016,196
4713,221
2070,220.1
4931,285.4
2956,203.2
2660,210.2
6433,296.4
6114,183.6
1818,131.5
5768,160.4
3226,184.5
2634,275
1011,296.2
2355,272.8
638,187.5
2149,250.4
1751,98
6739,115.1
3773,198
2026,187.6
3465,228.9
7836,180.7
3638,221.2
1723,299.6
3544,264.3
6157,232.6
4388,219.4
10281,251.2
5574,244.9
2733,235.7
2590,199.6
2577,229.2
3817,248
3350,249.1
4412,206.5
2110,229.6
378,219.4
1458,218.8
4367,139.5
1818,112.5
1752,134.6
6072,121.4
2572,175
665,230.4
1688,231.6
1649,225
6840,198.3
4281,500.001
2899,297.2
1582,275
1959,233
1748,180.6
9255,223
5179,189.9
4556,263.9
1160,386.2
761,500.001
2712,227.9
3331,371.8
1548,242.2
4026,260.5
3326,240.6
4020,262.3
4753,288.5
329,187.5
4678,254.1
2095,271.7
1904,232.4
1766,234.5
4186,248.1
1461,194.1
1593,216.7
1963,211
1846,200
1251,236.4
3187,212.1
5928,233.1
2186,225
2311,171.4
2589,170.8
1248,159.8
1499,115
729,500.001
4340,500.001
803,14.999
3097,235.3
2344,283.4
1304,209.5
2383,245.5
630,170.8
1185,196.9
2535,180.6
3855,218.2
2524,380.9
6300,262.1
4632,264.4
17820,310.7
2889,270.8
3205,299.2
1452,285.2
3977,272.2
1621,201.4
1591,216
1600,254
1131,158.5
1725,159.4
1682,230.9
1683,190.4
1793,153.1
1024,194.5
1883,187.5
3523,146.4
2635,215
2713,178.8
4159,240.3
3153,205.3
1565,123.2
187,154.2
275,158
1761,173.4
1632,137.5
525,165.3
2415,165.6
691,175.9
2284,159.1
1115,150.5
2651,182.1
1702,180.2
407,177.4
1429,150.6
1461,159.1
191,157.5
1795,152.8
20,450
3618,500.001
3095,500.001
3166,500.001
2975,500.001
3191,500.001
1891,500.001
2566,91.8
2655,269.5
2495,209.2
1677,194.3
2059,183.8
1324,192.2
2208,191.7
6409,173.3
1267,220
1484,189.6
4518,267.2
3630,206.9
4723,258.7
3652,428.5
27700,339.7
4039,303
3181,280.3
1142,270.1
2340,184.6
1674,275
1441,171.7
3333,190.7
2612,204.3
1808,156.9
2655,183.9
2663,162.4
1332,297.1
1898,158.5
2292,142.8
2232,324.4
45,350
1928,231.4
2395,249.2
3381,235.4
2435,249.4
3082,280.1
2022,186
2487,168.5
2813,173.5
2512,320.3
4943,311.3
411,350
697,162.5
2782,102.5
2411,172.5
2338,158.5
2264,177
3167,165.9
2216,174
3397,155.5
1087,262.5
3216,266.4
2337,275
3521,500.001
6163,500.001
1266,500.001
2209,500.001
2267,500.001
1598,500
3415,482.9
3120,500.001
3212,500.001
2499,500.001
1764,186.7
2308,355.5
3713,185.5
2029,164.3
1574,165.3
912,178
1485,158.5
2923,157
3357,216.6
3416,186
6132,187.8
6689,491.2
6756,178.2
5459,192.1
19059,265.2
6100,306.7
3180,277.3
3583,218.4
1616,119.1
3218,265.5
959,173.3
1919,190.9
3924,223.9
1234,225
1105,113.9
2705,200
1410,213.9
1526,225
3301,223.8
1785,266.7
1783,232
2247,225
3141,237.4
1813,187.5
2549,288.8
2988,235.5
1344,195.4
3004,187.2
1823,151.8
1120,140.3
720,151.9
1799,163.5
2261,148.5
1444,159.4
2471,170.5
2291,163.5
1596,184.9
1738,245
534,240.5
2135,225.8
5122,116.7
1505,205.4
5330,233.1
6017,295.4
4879,477.3
3615,392.2
9565,345.4
5488,500.001
2278,500.001
4644,222.1
2159,147.4
1566,141.3
1470,168.8
1447,141.9
806,151.3
2434,140.2
3185,175.9
2048,168.6
3341,180.4
1813,176.7
1055,181.3
1811,188.3
1205,188.9
1711,215.6
2115,207.4
834,218.8
1439,188.6
2374,200.3
4535,154.1
3272,211.3
3088,184.5
3349,227
2120,159.5
2936,190.3
1562,125
1533,258.2
1426,288.7
1671,467.6
1582,229.6
2091,243.4
1655,175
1133,202.1
1492,188.2
1395,193.8
1583,201.3
3315,182.8
1587,195.1
2984,200.8
1268,216.2
1591,179.1
3197,140.5
51,187.5
6352,193.8
1799,189.6
2656,177.2
2753,170.1
1205,139.2
1759,160.6
619,154.4
660,159
1562,158.4
4343,197.8
2305,183.5
4365,233.3
1422,202.4
1591,266.3
1857,129.2
5278,181.3
2905,260.3
3595,265.2
2736,253.1
1016,93.8
2126,500.001
1301,500.001
2413,350
2259,155.5
2240,184.2
1126,139.8
1640,136.1
3076,117.6
957,151.4
1788,124.1
1555,138.2
1286,140.1
2739,176.6
3007,166
1562,220.8
5482,204.4
2068,201.2
1646,172
1313,287.2
2956,268.3
1701,274.7
629,330.4
11989,278.3
14058,226.2
2383,141.4
8076,171.9
9893,186.7
7353,213.2
4325,247.4
698,267.6
4181,201.6
2885,226.6
2176,193.5
2062,230.4
1396,215.4
2696,375.4
2315,218.6
1756,193.5
3413,187.1
2043,187.4
3065,211.8
2459,164.7
1187,166.9
2176,212.5
1368,350
2964,157.5
1342,45
2002,182.3
2678,176.8
1893,163
1346,159.5
808,173.1
2932,111
1435,151.7
1566,180.4
1884,166.7
2930,164.1
746,166.4
1324,178.5
443,137.5
2613,180.7
4208,260.5
1917,252
539,305.2
2289,162.5
4695,190.8
9947,316.6
7060,249.2
2507,266.1
639,275.9
456,192.6
3568,161
1642,226
1634,284.1
2043,261.8
4496,245.5
2017,310.9
2466,339.8
3556,450.7
2370,500.001
4486,500.001
1632,455
1469,500.001
1521,500.001
2897,500.001
2225,166.7
1540,138.5
2673,145.5
1391,149.5
3158,153
2746,166.7
3694,181.1
1443,186.9
2325,217.1
1390,189
2938,204.2
3250,218.3
3189,211.1
8749,168.8
6269,136.2
5973,199.3
2578,291.7
380,208.3
1763,221.7
1530,230.2
2181,196.4
2249,267.1
829,293.5
1631,351.9
2031,177.3
2296,165.8
932,156.7
1178,180
1244,175.4
1570,162.5
1160,175
504,160.6
1855,170.8
1181,153.1
4417,170.3
2729,177.9
4297,184
5556,190.4
7531,167.4
4413,215.1
2346,160
4273,183.2
715,162.5
2413,179.9
2436,182.1
3113,145.7
2704,229.5
3058,253.5
7961,218.4
1708,193.8
1494,181.3
1589,213.4
2598,180.9
1958,326.1
2222,307.6
1998,268.4
1652,325.4
1901,311.1
1122,407
2071,335.7
3442,106.3
2426,500.001
1997,500.001
2790,500.001
1232,500.001
3082,500.001
1797,500.001
681,125.6
1762,132.6
2838,126.2
2994,160.7
1921,150.5
1810,165.7
1479,189.6
1285,191.9
2108,185.2
1897,199.4
1860,207
175,182.5
1057,191.7
1699,195.5
2894,224.9
2819,197.6
2241,161.9
1469,159.5
1819,162.4
3055,127.2
116,136.3
16414,362.5
2506,198.2
4566,267.7
4415,166.3
2181,302.1
2868,336.9
2558,411.8
2895,400
1859,161.8
1270,232.5
1683,243.6
1632,318.7
1125,162.5
1597,157.8
745,133.9
1231,170.1
2019,223
1316,220
3136,171.3
1514,166.4
1072,179.3
382,212.5
2360,187.2
1548,152.4
988,205.1
1317,159.5
3692,198.7
2737,184.3
1654,186.5
3614,190.3
790,142.8
893,156.3
1920,147.5
5321,189.3
1639,159.7
4620,186.5
5147,225.8
3318,274.2
3201,161.7
3397,244.6
2017,245.6
6224,430.9
1679,211.5
1391,220
1309,182.5
2224,268.8
2539,188.7
1469,490.8
2479,317.9
1562,236.4
2038,471.3
1821,458.5
1244,500.001
1025,500.001
1808,500.001
1538,312.5
3355,500.001
5613,132.7
9610,156.8
294,134.4
782,161.3
1891,165.5
2192,163.9
1788,185.8
1597,197
1371,187.1
689,206
1207,207.3
1409,188.8
1505,202.1
3342,202.8
1340,205.1
3055,190.7
6361,181
2160,163.1
2246,164.5
1733,153.8
3188,157.6
3600,500.001
2658,245
3664,224.7
1128,137.5
1626,139.6
2629,500.001
2157,240
1306,241.7
2458,293.5
950,182.1
1006,168
1221,162.5
1277,137.5
931,155
1672,182.1
1216,184
1627,186.6
2147,196.9
2489,178.4
2149,183.9
1962,118.1
1026,163.9
2160,287.1
2811,282.5
2870,189.9
1792,186.3
2444,198.8
3291,166.3
3903,218
1672,231.9
2363,190.8
3592,193.4
3157,190.7
3202,174.1
2884,177.9
3341,161.8
1380,162.8
639,87.5
1654,153
1206,142.6
4021,295.6
4461,319.5
2822,261
2602,263.8
3512,336.5
2043,414.7
2133,215.2
2141,220.1
1253,225
1283,275
5831,213
1291,185.4
1395,192.9
1707,177.8
2766,226.3
2204,500.001
2125,484.6
1890,500.001
1806,366.7
859,220.1
1620,219.4
1239,153.4
2707,176.7
2393,187.7
2704,195.4
1814,170.8
1921,193.9
1729,163.5
1519,161.2
1403,163
1493,158.9
1499,149
1375,151.8
5026,162.9
6100,284
1596,241.1
3250,303.8
1475,186
1053,165.5
8836,313
2029,500.001
2577,459.6
2159,365.1
1694,239.3
2127,185.6
1013,197.5
588,186.2
604,182.1
812,350
1347,215.4
1422,208.1
1366,196.9
4735,228.6
1290,227.4
1891,238
1589,243.2
1731,214.3
299,166.1
2627,199.2
2880,171.1
2964,175.9
714,170.8
1441,176.2
2512,184.2
5268,186.7
4248,207.2
3695,276.5
4183,374.2
2552,367
2095,224.1
5476,222.1
2016,209.7
1097,225
1867,272
1765,439.1
2630,104.4
7116,273.8
1986,140.8
2215,166.5
1179,140.6
2278,154.1
1987,176.5
2252,184.8
1428,204.8
2349,154.5
1044,153.9
2610,150.8
804,145.7
1782,157.9
1453,155.8
1919,144.1
1129,135.6
2376,176.3
1075,332.2
1219,325
3978,269.9
16042,330.4
1113,500.001
4943,379.3
2237,267.9
2851,264.1
3445,161.9
1661,178.2
2825,153.6
2312,137
3127,141.3
1665,349
1939,275
1599,184.9
1432,55
2038,195.7
2375,193.5
6963,203.5
1229,180
1749,173.4
3418,171.4
1380,210.9
1107,216.7
2421,217.8
1117,224.7
1068,208.7
2929,213.2
1724,195.2
2749,240.7
1654,214.6
2584,218.3
3553,133.8
2296,188.5
4115,191
989,180.9
1476,181.8
1829,188
2027,231.4
1983,276.1
1393,225.2
3576,271.9
2768,201.2
3107,288
2781,306.5
6058,290.9
5781,231.9
1417,230.4
4269,284.6
1732,239.2
2249,265
1028,252.8
1799,372.4
1611,137.3
1787,329.8
2785,337.4
1496,500.001
891,381.5
6745,271.6
3511,123.9
1896,159.4
1994,163.9
2221,151.7
4036,141.6
2775,141.8
1954,131
2686,160.8
1076,151.8
4151,159.9
2831,173.1
2819,191.7
2910,158.4
2226,183.2
2017,167.3
1475,158.6
1254,163.1
1993,181.9
1141,148.3
1381,146.9
1458,158.1
2093,150.4
1623,152.6
349,133.3
2777,183.8
2799,311.1
1348,297.6
2228,228.9
2397,185.2
1471,232.8
2316,192.6
2014,175.4
3744,215
1899,381.5
2423,346.9
1332,334.1
3578,341.3
1972,187.5
890,167.5
2181,183.2
2146,184.9
2366,190
1951,185.7
1175,189.2
2265,186.3
982,220.8
1194,298.9
2067,137.5
2856,183.4
2726,197.4
2176,180.4
1996,180
1153,177.4
1941,183.9
1416,182.5
1493,218
2362,188.4
729,195.2
2398,221.8
1330,229.2
1520,269.3
2136,236.1
4398,222.8
1328,189.5
2520,193.9
1323,237.3
2300,196.3
2509,176.1
1783,230
3479,347.6
3929,318.2
4328,342.6
1624,304.5
2622,289.6
2500,316.7
1374,224.8
6517,152.1
2594,219.2
5143,382.1
5925,333.3
4462,289.8
5379,350.6
2030,343.3
3603,363.1
959,471.4
5005,295
1328,136
3595,150.3
683,151.7
2038,144.5
123,137.5
1558,143.9
1399,160.1
2779,143.4
3569,160.5
2027,142.4
2227,164.1
2063,157.1
3580,166.8
2516,155.5
931,158
1299,161.4
2050,155.7
2028,157.6
1507,163.3
1686,157.3
3530,152.9
2006,165.5
1983,179
3335,300.3
5284,289.9
4873,441.9
1870,217
1928,215.7
1632,255.8
1887,198.1
1700,194
1975,202
1851,181.8
1740,137.5
923,462.8
2003,321.6
1454,218.5
1784,169.2
2138,161.7
1370,141.7
818,170.7
2513,182.9
793,190.2
2471,191.7
3310,200.9
2035,187.5
2335,205.2
2406,180.6
4022,206.3
2456,224.2
3268,211.4
3148,203.8
1295,350
2244,179.6
1988,162.2
1386,187.5
1712,183.9
1862,194
3361,190.7
2814,262
1735,139.2
1694,224.2
4154,301.8
2553,252.9
3273,286.1
4112,292
3653,260.9
1616,232.1
4508,390.8
3906,265.1
4466,330.7
3914,281.5
6090,180.3
2379,339.3
2482,344
4849,81.9
923,84.5
2815,135.7
6341,235.2
1596,148
1447,142.9
2110,130.5
3073,161.3
3640,152.2
441,152.5
3543,139.4
2391,160.7
1353,160.3
2342,156.9
1560,159.8
2547,154.6
1468,190.6
797,191.1
3512,193.2
2945,183.9
3632,324.9
2275,333.5
4297,258.8
3142,232.5
3700,219.8
10621,257.2
1537,146.8
1310,158.7
2037,188.8
1240,205.8
1025,137.5
984,189.6
2291,191.1
1252,220.7
3419,228.5
1290,218.1
1038,200
897,215.6
3528,181.8
3751,183.1
2114,227.5
2161,191.4
2356,179.7
4255,180.2
2252,169.8
3236,174.2
1518,196.9
3215,197.4
1553,150
1264,199.6
2343,210.6
3865,180
3443,207.5
4636,304.7
3833,219.7
3109,243.1
2826,240.4
1905,229.6
3430,264.6
2308,230
3451,278
1997,239.2
1989,160.5
5127,390.5
3957,350.2
2437,247.2
4177,281.9
3396,369.1
5664,264.7
3592,294.9
3335,197.9
1027,211.3
1851,137.5
2054,383.9
2180,87.8
2981,365
3838,262
2492,185.6
2346,153
1568,129.4
1040,139.2
1681,145.9
2491,145.8
1792,151.1
4468,168.3
2988,382.5
8399,360.4
4078,500.001
2217,498.6
1519,214
2395,212.3
2299,208.1
5805,222.7
2161,202.8
1677,199.7
2111,347.8
5195,160.5
3401,240.6
2298,159.4
1239,161.9
1689,174
1138,187.2
3540,178
2303,176.1
1661,192.6
1948,212.6
2079,207
2982,255.5
1484,191.4
2342,215.5
2281,189.6
1991,252.1
3284,182.9
3179,180.8
383,162.5
2064,169
2470,190.5
2695,213.3
4273,213
1312,202.4
2081,160.9
